SleepingService,http://www.UniversityReferenceOntology.org/HERO#SleepingService
SocialAssistance,http://www.UniversityReferenceOntology.org/HERO#SocialAssistance
SophomoreYear,http://www.UniversityReferenceOntology.org/HERO#SophomoreYear
Specialized,http://www.UniversityReferenceOntology.org/HERO#Specialized
SpecializedInstitution,http://www.UniversityReferenceOntology.org/HERO#SpecializedInstitution
StudentCode,http://www.UniversityReferenceOntology.org/HERO#StudentCode
StudentEmail,http://www.UniversityReferenceOntology.org/HERO#StudentEmail
StudentGrade,http://www.UniversityReferenceOntology.org/HERO#StudentGrade
StudentLanguageProficiency,http://www.UniversityReferenceOntology.org/HERO#StudentLanguageProficiency
StudentMajorField,http://www.UniversityReferenceOntology.org/HERO#StudentMajorField
StudentMinorField,http://www.UniversityReferenceOntology.org/HERO#StudentMinorField
StudentName,http://www.UniversityReferenceOntology.org/HERO#StudentName
StudentNationality,http://www.UniversityReferenceOntology.org/HERO#StudentNationality
StudentRecommandationLetter,http://www.UniversityReferenceOntology.org/HERO#StudentRecommandationLetter
StudentTuition,http://www.UniversityReferenceOntology.org/HERO#StudentTuition
TeacherCompetencyDomains,http://www.UniversityReferenceOntology.org/HERO#TeacherCompetencyDomains
TeacherEmail,http://www.UniversityReferenceOntology.org/HERO#TeacherEmail
TeacherEvaluation,http://www.UniversityReferenceOntology.org/HERO#TeacherEvaluation
TeacherHomePageURL,http://www.UniversityReferenceOntology.org/HERO#TeacherHomePageURL
TeacherName,http://www.UniversityReferenceOntology.org/HERO#TeacherName
TeacherNationality,http://www.UniversityReferenceOntology.org/HERO#TeacherNationality
TeacherRecruitementYear,http://www.UniversityReferenceOntology.org/HERO#TeacherRecruitementYear
TeacherTenure,http://www.UniversityReferenceOntology.org/HERO#TeacherTenure
TeachingAssistant,http://www.UniversityReferenceOntology.org/HERO#TeachingAssistant
TuitionOrigin,http://www.UniversityReferenceOntology.org/HERO#TuitionOrigin
Tutor,http://www.UniversityReferenceOntology.org/HERO#Tutor
UniversityCurriculum,http://www.UniversityReferenceOntology.org/HERO#UniversityCurriculum
UniversityResearchRating,http://www.UniversityReferenceOntology.org/HERO#UniversityResearchRating
VeryHighResearchUniversity,http://www.UniversityReferenceOntology.org/HERO#VeryHighResearchUniversity
